사고일시,요일,사고유형,노면상태,기상상태,도로형태,가해운전자 차종,가해운전자 연령,가해운전자 상해정도,피해운전자 차종,피해운전자 성별,피해운전자 연령,피해운전자 상해정도,사고날짜,사고시간
2018-09-26 23:00:00,수요일,차대차,건조,맑음,교차로,승용,29,상해없음,승용,여,48.0,경상,2018-09-26,23:00:00
2018-09-27 04:00:00,목요일,차대차,건조,흐림,단일로,승용,35,상해없음,승용,남,64.0,경상,2018-09-27,04:00:00
2018-09-27 16:00:00,목요일,차대차,건조,맑음,단일로,승용,53,상해없음,승용,남,59.0,상해없음,2018-09-27,16:00:00
2018-09-27 19:00:00,목요일,차대차,건조,맑음,교차로,승용,51,상해없음,승용,남,32.0,중상,2018-09-27,19:00:00
2018-09-27 19:00:00,목요일,차대차,건조,맑음,교차로,승용,47,상해없음,승용,여,44.0,경상,2018-09-27,19:00:00
2018-09-27 23:00:00,목요일,차대차,건조,맑음,단일로,승용,43,상해없음,승용,남,45.0,경상,2018-09-27,23:00:00
2018-09-27 23:00:00,목요일,차대차,건조,맑음,단일로,승용,47,상해없음,승용,남,36.0,경상,2018-09-27,23:00:00
2018-09-28 00:00:00,금요일,차대사람,건조,맑음,교차로,승용,37,상해없음,보행자,남,35.0,경상,2018-09-28,00:00:00
2018-09-28 00:00:00,금요일,차대차,건조,맑음,단일로,승용,30,상해없음,승용,여,34.0,경상,2018-09-28,00:00:00
2018-09-28 00:00:00,금요일,차대차,건조,맑음,교차로,승용,41,상해없음,화물,남,62.0,중상,2018-09-28,00:00:00
2018-09-28 01:00:00,금요일,차대사람,건조,맑음,단일로,화물,41,상해없음,보행자,남,57.0,경상,2018-09-28,01:00:00
2018-09-28 03:00:00,금요일,차대차,건조,맑음,단일로,승용,34,상해없음,화물,남,76.0,경상,2018-09-28,03:00:00
2018-09-28 07:00:00,금요일,차대차,건조,맑음,교차로,이륜,81,경상,승용,남,58.0,상해없음,2018-09-28,07:00:00
2018-09-28 09:00:00,금요일,차대차,건조,맑음,단일로,승용,54,상해없음,승용,남,34.0,경상,2018-09-28,09:00:00
2018-09-28 18:00:00,금요일,차대차,건조,맑음,단일로,승용,60,상해없음,승용,남,72.0,경상,2018-09-28,18:00:00
2018-09-28 18:00:00,금요일,차대차,건조,맑음,단일로,승용,46,상해없음,승용,남,35.0,경상,2018-09-28,18:00:00
2018-09-28 21:00:00,금요일,차대사람,건조,기타,교차로,승용,57,상해없음,보행자,여,55.0,중상,2018-09-28,21:00:00
2018-09-28 22:00:00,금요일,차대차,건조,맑음,단일로,승용,61,상해없음,이륜,남,53.0,상해없음,2018-09-28,22:00:00
2018-09-29 00:00:00,토요일,차대차,건조,맑음,교차로,승용,35,상해없음,이륜,남,42.0,중상,2018-09-29,00:00:00
2018-09-29 00:00:00,토요일,차대차,건조,맑음,단일로,승용,42,상해없음,승용,남,50.0,경상,2018-09-29,00:00:00
2018-09-29 00:00:00,토요일,차대차,건조,맑음,단일로,승용,45,상해없음,승용,남,58.0,경상,2018-09-29,00:00:00
2018-09-29 00:00:00,토요일,차대차,건조,맑음,교차로,승용,35,상해없음,승용,남,49.0,중상,2018-09-29,00:00:00
2018-09-29 02:00:00,토요일,차대차,건조,맑음,단일로,승용,51,상해없음,승용,남,43.0,경상,2018-09-29,02:00:00
2018-09-29 04:00:00,토요일,차대차,건조,맑음,교차로,승용,36,상해없음,승용,남,49.0,경상,2018-09-29,04:00:00
2018-09-29 04:00:00,토요일,차대차,건조,맑음,교차로,승용,33,상해없음,승용,남,68.0,경상,2018-09-29,04:00:00
2018-09-29 06:00:00,토요일,차대차,건조,맑음,단일로,이륜,24,경상,승용,남,59.0,상해없음,2018-09-29,06:00:00
2018-09-29 06:00:00,토요일,차대차,건조,맑음,교차로,화물,45,상해없음,승용,남,37.0,경상,2018-09-29,06:00:00
2018-09-29 07:00:00,토요일,차대사람,건조,맑음,단일로,승용,24,상해없음,보행자,여,75.0,중상,2018-09-29,07:00:00
2018-09-29 07:00:00,토요일,차대차,건조,맑음,단일로,승용,23,상해없음,승용,남,62.0,경상,2018-09-29,07:00:00
2018-09-29 10:00:00,토요일,차대차,건조,맑음,교차로,승용,59,상해없음,승용,남,48.0,중상,2018-09-29,10:00:00
2018-09-29 13:00:00,토요일,차대차,건조,맑음,단일로,승용,39,상해없음,승용,여,55.0,중상,2018-09-29,13:00:00
2018-09-29 20:00:00,토요일,차대차,건조,맑음,단일로,이륜,44,상해없음,이륜,남,21.0,경상,2018-09-29,20:00:00
2018-09-29 22:00:00,토요일,차대차,건조,맑음,단일로,승용,39,상해없음,승용,남,61.0,경상,2018-09-29,22:00:00
2018-09-30 00:00:00,일요일,차대차,건조,맑음,단일로,승용,55,상해없음,승용,남,47.0,중상,2018-09-30,00:00:00
2018-09-30 00:00:00,일요일,차대차,건조,맑음,교차로,이륜,36,경상,승용,남,57.0,경상,2018-09-30,00:00:00
2018-09-30 01:00:00,일요일,차대차,건조,맑음,교차로,승용,34,상해없음,승용,남,56.0,경상,2018-09-30,01:00:00
2018-09-30 04:00:00,일요일,차대사람,건조,맑음,단일로,이륜,20,부상신고,보행자,남,26.0,상해없음,2018-09-30,04:00:00
2018-09-30 07:00:00,일요일,차대차,건조,맑음,단일로,승용,35,상해없음,승용,남,33.0,경상,2018-09-30,07:00:00
2018-09-30 16:00:00,일요일,차대사람,건조,맑음,단일로,승용,55,상해없음,보행자,남,15.0,경상,2018-09-30,16:00:00
2018-10-01 07:00:00,월요일,차대차,건조,맑음,단일로,승용,27,상해없음,승용,남,52.0,중상,2018-10-01,07:00:00
2018-10-01 07:00:00,월요일,차대차,건조,맑음,단일로,승용,23,상해없음,승용,남,71.0,경상,2018-10-01,07:00:00
2018-10-01 21:00:00,월요일,차대차,건조,흐림,단일로,승용,42,상해없음,승용,남,53.0,중상,2018-10-01,21:00:00
2018-10-01 22:00:00,월요일,차대차,건조,맑음,단일로,승용,49,상해없음,승용,여,41.0,경상,2018-10-01,22:00:00
2018-10-01 22:00:00,월요일,차대차,건조,맑음,단일로,승용,42,상해없음,승용,남,71.0,경상,2018-10-01,22:00:00
2018-10-02 01:00:00,화요일,차대차,건조,맑음,교차로,승용,36,상해없음,승용,남,59.0,경상,2018-10-02,01:00:00
2018-10-02 03:00:00,화요일,차대차,건조,맑음,단일로,이륜,27,상해없음,승용,남,71.0,경상,2018-10-02,03:00:00
2018-10-02 06:00:00,화요일,차대차,건조,맑음,교차로,승용,32,상해없음,승용,남,58.0,중상,2018-10-02,06:00:00
2018-10-02 22:00:00,화요일,차대차,건조,기타,단일로,승용,50,상해없음,승용,여,36.0,중상,2018-10-02,22:00:00
2018-10-02 23:00:00,화요일,차대차,건조,맑음,단일로,승용,36,상해없음,승용,남,57.0,경상,2018-10-02,23:00:00
2018-10-02 23:00:00,화요일,차대사람,건조,맑음,교차로,화물,45,상해없음,보행자,남,52.0,중상,2018-10-02,23:00:00
2018-10-03 01:00:00,수요일,차대차,건조,맑음,단일로,이륜,26,경상,승용,남,25.0,상해없음,2018-10-03,01:00:00
2018-10-03 02:00:00,수요일,차대차,건조,맑음,단일로,승용,40,상해없음,승용,남,28.0,경상,2018-10-03,02:00:00
2018-10-03 02:00:00,수요일,차대차,건조,맑음,단일로,승용,45,상해없음,승용,남,62.0,경상,2018-10-03,02:00:00
2018-10-03 02:00:00,수요일,차대사람,건조,맑음,교차로,화물,64,상해없음,보행자,여,26.0,경상,2018-10-03,02:00:00
2018-10-03 08:00:00,수요일,차대차,건조,맑음,단일로,승용,25,상해없음,승용,남,33.0,경상,2018-10-03,08:00:00
2018-10-03 15:00:00,수요일,차대차,건조,맑음,단일로,승용,47,상해없음,승용,여,64.0,경상,2018-10-03,15:00:00
2018-10-03 21:00:00,수요일,차대차,건조,맑음,단일로,승용,56,상해없음,승용,남,31.0,경상,2018-10-03,21:00:00
2018-10-03 23:00:00,수요일,차대차,건조,맑음,단일로,이륜,33,중상,화물,남,51.0,상해없음,2018-10-03,23:00:00
2018-10-04 04:00:00,목요일,차대차,건조,맑음,교차로,이륜,25,중상,화물,남,53.0,상해없음,2018-10-04,04:00:00
2018-10-04 04:00:00,목요일,차대차,건조,맑음,단일로,이륜,30,부상신고,승용,남,50.0,상해없음,2018-10-04,04:00:00
2018-10-04 06:00:00,목요일,차대차,건조,맑음,교차로,승용,57,상해없음,승용,남,37.0,경상,2018-10-04,06:00:00
2018-10-04 07:00:00,목요일,차대차,건조,맑음,단일로,승용,61,상해없음,승용,남,29.0,경상,2018-10-04,07:00:00
2018-10-04 07:00:00,목요일,차대사람,건조,맑음,단일로,승용,38,상해없음,보행자,여,41.0,경상,2018-10-04,07:00:00
2018-10-04 18:00:00,목요일,차대차,건조,맑음,교차로,승용,46,상해없음,승용,여,45.0,경상,2018-10-04,18:00:00
2018-10-04 22:00:00,목요일,차대차,건조,맑음,교차로,승용,47,상해없음,승용,남,43.0,경상,2018-10-04,22:00:00
2018-10-04 23:00:00,목요일,차대차,건조,맑음,단일로,승용,56,상해없음,승용,남,52.0,경상,2018-10-04,23:00:00
2018-10-05 00:00:00,금요일,차대차,건조,맑음,교차로,이륜,32,부상신고,승용,남,61.0,경상,2018-10-05,00:00:00
2018-10-05 00:00:00,금요일,차대차,건조,맑음,단일로,승용,27,상해없음,승용,남,50.0,상해없음,2018-10-05,00:00:00
2018-10-05 01:00:00,금요일,차대차,건조,맑음,교차로,승용,43,상해없음,승용,남,68.0,경상,2018-10-05,01:00:00
2018-10-05 02:00:00,금요일,차대차,건조,흐림,단일로,이륜,39,경상,화물,남,68.0,상해없음,2018-10-05,02:00:00
2018-10-05 02:00:00,금요일,차대차,건조,맑음,단일로,승용,35,상해없음,승용,남,24.0,경상,2018-10-05,02:00:00
2018-10-05 07:00:00,금요일,차대사람,건조,맑음,단일로,승용,30,상해없음,보행자,남,60.0,중상,2018-10-05,07:00:00
2018-10-05 08:00:00,금요일,차대차,건조,맑음,단일로,승용,21,상해없음,승용,남,60.0,경상,2018-10-05,08:00:00
2018-10-05 22:00:00,금요일,차대사람,젖음/습기,비,단일로,승용,53,상해없음,보행자,남,63.0,경상,2018-10-05,22:00:00
2018-10-06 00:00:00,토요일,차대차,젖음/습기,비,교차로,승용,27,상해없음,승용,남,51.0,경상,2018-10-06,00:00:00
2018-10-06 00:00:00,토요일,차대차,젖음/습기,비,단일로,승용,40,상해없음,승용,여,27.0,경상,2018-10-06,00:00:00
2018-10-06 01:00:00,토요일,차대차,건조,맑음,교차로,승용,24,상해없음,승용,남,30.0,경상,2018-10-06,01:00:00
2018-10-06 02:00:00,토요일,차대사람,건조,맑음,교차로,승용,52,상해없음,보행자,여,28.0,경상,2018-10-06,02:00:00
2018-10-06 02:00:00,토요일,차대차,젖음/습기,비,단일로,승용,38,상해없음,승용,남,59.0,경상,2018-10-06,02:00:00
2018-10-06 02:00:00,토요일,차대차,젖음/습기,비,단일로,승용,48,부상신고,화물,남,43.0,경상,2018-10-06,02:00:00
2018-10-06 02:00:00,토요일,차대차,건조,맑음,단일로,승용,30,상해없음,승용,남,65.0,경상,2018-10-06,02:00:00
2018-10-06 03:00:00,토요일,차대차,젖음/습기,비,교차로,승용,30,상해없음,승용,남,53.0,경상,2018-10-06,03:00:00
2018-10-06 03:00:00,토요일,차대차,젖음/습기,비,교차로,승용,35,상해없음,승용,남,51.0,중상,2018-10-06,03:00:00
2018-10-06 03:00:00,토요일,차대차,젖음/습기,비,교차로,이륜,26,경상,승용,남,55.0,상해없음,2018-10-06,03:00:00
2018-10-06 03:00:00,토요일,차대차,젖음/습기,비,단일로,승용,36,상해없음,승용,남,58.0,경상,2018-10-06,03:00:00
2018-10-06 04:00:00,토요일,차대차,젖음/습기,비,교차로,승용,26,상해없음,승용,남,60.0,중상,2018-10-06,04:00:00
2018-10-06 04:00:00,토요일,차대차,젖음/습기,비,단일로,승용,28,경상,승용,남,66.0,경상,2018-10-06,04:00:00
2018-10-06 08:00:00,토요일,차대차,젖음/습기,비,단일로,승용,20,상해없음,승용,여,36.0,중상,2018-10-06,08:00:00
2018-10-06 08:00:00,토요일,차대차,젖음/습기,비,교차로,승용,31,상해없음,승용,남,20.0,경상,2018-10-06,08:00:00
2018-10-06 18:00:00,토요일,차대차,건조,맑음,단일로,승용,43,상해없음,승용,남,46.0,경상,2018-10-06,18:00:00
2018-10-06 18:00:00,토요일,차대차,건조,기타,교차로,승용,23,상해없음,이륜,남,44.0,경상,2018-10-06,18:00:00
2018-10-06 19:00:00,토요일,차대차,건조,맑음,단일로,승용,59,상해없음,승용,여,68.0,경상,2018-10-06,19:00:00
2018-10-06 19:00:00,토요일,차대차,건조,맑음,교차로,이륜,35,상해없음,승용,남,56.0,상해없음,2018-10-06,19:00:00
2018-10-06 20:00:00,토요일,차대차,건조,맑음,단일로,승용,39,상해없음,승용,남,25.0,중상,2018-10-06,20:00:00
2018-10-06 21:00:00,토요일,차대차,건조,맑음,교차로,승용,52,상해없음,승용,여,22.0,경상,2018-10-06,21:00:00
2018-10-07 00:00:00,일요일,차대차,건조,맑음,교차로,승용,37,상해없음,승용,남,58.0,경상,2018-10-07,00:00:00
2018-10-07 00:00:00,일요일,차대차,건조,맑음,단일로,승용,48,상해없음,승용,남,76.0,경상,2018-10-07,00:00:00
2018-10-07 01:00:00,일요일,차대차,건조,맑음,단일로,승용,26,상해없음,승용,남,70.0,경상,2018-10-07,01:00:00
2018-10-07 03:00:00,일요일,차대차,건조,맑음,교차로,이륜,30,상해없음,승용,남,57.0,경상,2018-10-07,03:00:00
2018-10-07 06:00:00,일요일,차대차,건조,맑음,교차로,승용,50,상해없음,승용,남,59.0,상해없음,2018-10-07,06:00:00
2018-10-07 06:00:00,일요일,차대차,건조,맑음,단일로,이륜,20,부상신고,승용,남,33.0,상해없음,2018-10-07,06:00:00
2018-10-07 09:00:00,일요일,차대차,건조,맑음,단일로,승용,29,상해없음,승용,남,39.0,경상,2018-10-07,09:00:00
2018-10-07 18:00:00,일요일,차대차,건조,맑음,단일로,승용,30,상해없음,승용,남,58.0,중상,2018-10-07,18:00:00
2018-10-07 21:00:00,일요일,차대차,건조,맑음,단일로,자전거,59,상해없음,자전거,여,24.0,부상신고,2018-10-07,21:00:00
2018-10-08 02:00:00,월요일,차대차,건조,맑음,단일로,승용,39,상해없음,승용,남,49.0,경상,2018-10-08,02:00:00
2018-10-08 11:00:00,월요일,차대차,건조,맑음,단일로,화물,43,상해없음,승용,남,64.0,경상,2018-10-08,11:00:00
2018-10-08 14:00:00,월요일,차대사람,건조,맑음,교차로,자전거,71,중상,보행자,남,23.0,경상,2018-10-08,14:00:00
2018-10-08 22:00:00,월요일,차대차,건조,흐림,단일로,승용,45,상해없음,승용,남,44.0,상해없음,2018-10-08,22:00:00
2018-10-09 01:00:00,화요일,차대차,건조,맑음,단일로,승용,28,상해없음,승용,남,65.0,경상,2018-10-09,01:00:00
2018-10-09 02:00:00,화요일,차대차,건조,맑음,교차로,화물,48,상해없음,승용,남,62.0,중상,2018-10-09,02:00:00
2018-10-09 04:00:00,화요일,차대차,건조,맑음,단일로,승용,30,상해없음,화물,남,65.0,경상,2018-10-09,04:00:00
2018-10-10 02:00:00,수요일,차대차,젖음/습기,비,교차로,승용,27,상해없음,승용,남,62.0,중상,2018-10-10,02:00:00
2018-10-10 02:00:00,수요일,차대차,건조,맑음,단일로,승용,48,상해없음,승용,남,64.0,경상,2018-10-10,02:00:00
2018-10-11 23:00:00,목요일,차대차,건조,맑음,단일로,승용,34,상해없음,승용,남,44.0,경상,2018-10-11,23:00:00
2018-10-11 23:00:00,목요일,차대차,건조,맑음,단일로,승용,39,상해없음,승용,여,31.0,중상,2018-10-11,23:00:00
2018-10-12 01:00:00,금요일,차대차,건조,맑음,교차로,승용,52,상해없음,승용,남,40.0,경상,2018-10-12,01:00:00
2018-10-12 01:00:00,금요일,차대차,건조,맑음,단일로,승용,26,상해없음,승용,남,57.0,경상,2018-10-12,01:00:00
2018-10-12 02:00:00,금요일,차대차,건조,맑음,교차로,승용,27,상해없음,승용,남,27.0,상해없음,2018-10-12,02:00:00
2018-10-12 06:00:00,금요일,차대차,건조,맑음,단일로,승용,48,상해없음,승용,남,50.0,경상,2018-10-12,06:00:00
2018-10-12 06:00:00,금요일,차대차,건조,맑음,단일로,승용,48,상해없음,승용,여,43.0,경상,2018-10-12,06:00:00
2018-10-12 06:00:00,금요일,차대차,건조,맑음,교차로,승용,31,상해없음,승용,남,69.0,경상,2018-10-12,06:00:00
2018-10-12 07:00:00,금요일,차대차,건조,맑음,교차로,이륜,39,상해없음,승용,남,44.0,경상,2018-10-12,07:00:00
2018-10-12 07:00:00,금요일,차대사람,건조,맑음,교차로,승용,42,상해없음,보행자,여,70.0,중상,2018-10-12,07:00:00
2018-10-12 19:00:00,금요일,차대차,건조,맑음,단일로,이륜,54,상해없음,승용,여,51.0,경상,2018-10-12,19:00:00
2018-10-12 21:00:00,금요일,차대차,건조,맑음,단일로,이륜,31,상해없음,승용,여,30.0,경상,2018-10-12,21:00:00
2018-10-12 22:00:00,금요일,차대사람,건조,맑음,교차로,승용,39,상해없음,보행자,여,48.0,중상,2018-10-12,22:00:00
2018-10-12 22:00:00,금요일,차대차,건조,맑음,교차로,승용,29,상해없음,승용,남,32.0,경상,2018-10-12,22:00:00
2018-10-13 01:00:00,토요일,차대차,건조,맑음,단일로,승용,39,상해없음,승용,남,71.0,경상,2018-10-13,01:00:00
2018-10-13 03:00:00,토요일,차대차,건조,맑음,교차로,승용,26,상해없음,승용,남,79.0,중상,2018-10-13,03:00:00
2018-10-13 05:00:00,토요일,차대차,건조,맑음,단일로,승용,35,상해없음,승용,남,68.0,경상,2018-10-13,05:00:00
2018-10-13 09:00:00,토요일,차대차,건조,맑음,단일로,승용,52,상해없음,승용,여,62.0,경상,2018-10-13,09:00:00
2018-10-13 21:00:00,토요일,차대사람,건조,맑음,단일로,승용,59,상해없음,보행자,여,20.0,사망,2018-10-13,21:00:00
2018-10-13 23:00:00,토요일,차대차,건조,맑음,교차로,승용,28,상해없음,승용,남,36.0,경상,2018-10-13,23:00:00
2018-10-14 01:00:00,일요일,차대차,건조,맑음,교차로,승용,27,상해없음,승용,남,57.0,중상,2018-10-14,01:00:00
2018-10-14 02:00:00,일요일,차대차,건조,맑음,교차로,승용,37,상해없음,승용,남,62.0,경상,2018-10-14,02:00:00
2018-10-14 03:00:00,일요일,차대사람,건조,맑음,단일로,승용,30,상해없음,보행자,남,33.0,중상,2018-10-14,03:00:00
2018-10-14 08:00:00,일요일,차대차,건조,맑음,교차로,승용,27,상해없음,화물,남,64.0,경상,2018-10-14,08:00:00
2018-10-14 17:00:00,일요일,차대차,건조,맑음,단일로,승용,44,상해없음,승용,남,28.0,경상,2018-10-14,17:00:00
2018-10-14 22:00:00,일요일,차대차,건조,맑음,단일로,화물,50,상해없음,승용,남,42.0,상해없음,2018-10-14,22:00:00
2018-10-14 23:00:00,일요일,차대차,건조,맑음,교차로,승용,35,상해없음,승용,여,52.0,경상,2018-10-14,23:00:00
2018-10-15 07:00:00,월요일,차대차,건조,맑음,단일로,승용,37,상해없음,화물,남,27.0,경상,2018-10-15,07:00:00
2018-10-15 19:00:00,월요일,차대차,건조,맑음,단일로,승용,43,상해없음,승용,여,47.0,경상,2018-10-15,19:00:00
2018-10-15 19:00:00,월요일,차대차,건조,맑음,교차로,승용,49,상해없음,승용,남,41.0,중상,2018-10-15,19:00:00
2018-10-15 19:00:00,월요일,차대차,건조,맑음,단일로,자전거,65,중상,승용,여,24.0,상해없음,2018-10-15,19:00:00
2018-10-15 21:00:00,월요일,차대차,건조,맑음,교차로,승용,49,상해없음,승용,남,56.0,경상,2018-10-15,21:00:00
2018-10-15 22:00:00,월요일,차대차,건조,맑음,교차로,승용,38,상해없음,승용,남,60.0,경상,2018-10-15,22:00:00
2018-10-16 01:00:00,화요일,차대차,건조,맑음,교차로,이륜,35,중상,승용,남,49.0,상해없음,2018-10-16,01:00:00
2018-10-16 01:00:00,화요일,차대차,건조,맑음,단일로,승용,58,상해없음,승용,남,54.0,경상,2018-10-16,01:00:00
2018-10-16 01:00:00,화요일,차대차,건조,흐림,교차로,승용,26,상해없음,승용,남,42.0,경상,2018-10-16,01:00:00
2018-10-16 03:00:00,화요일,차대차,건조,맑음,교차로,승용,22,상해없음,이륜,남,40.0,경상,2018-10-16,03:00:00
2018-10-16 11:00:00,화요일,차대차,건조,맑음,단일로,승용,29,상해없음,승용,여,24.0,중상,2018-10-16,11:00:00
2018-10-16 20:00:00,화요일,차대차,건조,맑음,단일로,화물,50,상해없음,승용,남,58.0,경상,2018-10-16,20:00:00
2018-10-17 01:00:00,수요일,차대차,건조,맑음,교차로,승용,22,상해없음,승용,남,36.0,경상,2018-10-17,01:00:00
2018-10-17 05:00:00,수요일,차대차,건조,맑음,단일로,승용,23,상해없음,이륜,남,38.0,중상,2018-10-17,05:00:00
2018-10-18 01:00:00,목요일,차대차,건조,맑음,단일로,승용,37,상해없음,승용,남,37.0,상해없음,2018-10-18,01:00:00
2018-10-18 02:00:00,목요일,차대차,건조,맑음,교차로,승용,24,상해없음,승용,남,36.0,중상,2018-10-18,02:00:00
2018-10-18 06:00:00,목요일,차대차,건조,맑음,교차로,승용,32,상해없음,화물,남,26.0,경상,2018-10-18,06:00:00
2018-10-18 09:00:00,목요일,차대차,건조,맑음,교차로,승용,31,상해없음,승용,여,49.0,경상,2018-10-18,09:00:00
2018-10-18 09:00:00,목요일,차대차,건조,맑음,단일로,승용,23,상해없음,승용,여,49.0,경상,2018-10-18,09:00:00
2018-10-18 16:00:00,목요일,차대차,건조,맑음,교차로,승용,39,상해없음,승용,남,42.0,부상신고,2018-10-18,16:00:00
2018-10-18 17:00:00,목요일,차대사람,건조,맑음,단일로,이륜,63,상해없음,보행자,여,63.0,중상,2018-10-18,17:00:00
2018-10-18 22:00:00,목요일,차대차,건조,맑음,교차로,승용,42,상해없음,승용,남,65.0,중상,2018-10-18,22:00:00
2018-10-18 22:00:00,목요일,차대차,건조,맑음,단일로,승용,22,상해없음,승용,남,49.0,상해없음,2018-10-18,22:00:00
2018-10-18 23:00:00,목요일,차대사람,건조,맑음,단일로,이륜,33,상해없음,보행자,여,24.0,중상,2018-10-18,23:00:00
2018-10-19 02:00:00,금요일,차대차,건조,맑음,단일로,승용,48,상해없음,승용,남,61.0,경상,2018-10-19,02:00:00
2018-10-19 03:00:00,금요일,차대차,건조,맑음,단일로,승용,27,상해없음,화물,남,61.0,경상,2018-10-19,03:00:00
2018-10-19 11:00:00,금요일,차대차,건조,맑음,단일로,승용,29,상해없음,승용,남,46.0,중상,2018-10-19,11:00:00
2018-10-19 16:00:00,금요일,차대차,건조,맑음,단일로,자전거,60,경상,자전거,여,26.0,경상,2018-10-19,16:00:00
2018-10-19 19:00:00,금요일,차대차,건조,맑음,단일로,승용,60,상해없음,승용,여,25.0,경상,2018-10-19,19:00:00
2018-10-19 19:00:00,금요일,차대차,건조,맑음,교차로,화물,68,상해없음,승용,남,32.0,경상,2018-10-19,19:00:00
2018-10-19 20:00:00,금요일,차대차,건조,맑음,교차로,화물,64,상해없음,승용,여,46.0,경상,2018-10-19,20:00:00
2018-10-19 21:00:00,금요일,차대차,건조,맑음,단일로,자전거,51,경상,자전거,남,28.0,경상,2018-10-19,21:00:00
2018-10-19 23:00:00,금요일,차대차,건조,맑음,교차로,승용,28,상해없음,승용,남,54.0,경상,2018-10-19,23:00:00
2018-10-20 01:00:00,토요일,차대차,건조,맑음,단일로,자전거,53,중상,이륜,남,47.0,중상,2018-10-20,01:00:00
2018-10-20 02:00:00,토요일,차대차,건조,맑음,단일로,승용,31,상해없음,승용,여,33.0,경상,2018-10-20,02:00:00
2018-10-20 04:00:00,토요일,차대차,건조,맑음,단일로,승용,26,상해없음,승용,남,48.0,경상,2018-10-20,04:00:00
2018-10-20 04:00:00,토요일,차대사람,건조,맑음,교차로,승용,43,상해없음,보행자,남,53.0,경상,2018-10-20,04:00:00
2018-10-20 05:00:00,토요일,차대차,건조,맑음,단일로,승용,31,상해없음,화물,남,44.0,경상,2018-10-20,05:00:00
2018-10-20 05:00:00,토요일,차대차,건조,맑음,교차로,이륜,28,경상,승용,남,38.0,상해없음,2018-10-20,05:00:00
2018-10-20 17:00:00,토요일,차대차,건조,맑음,단일로,승용,49,상해없음,승용,남,37.0,부상신고,2018-10-20,17:00:00
2018-10-20 21:00:00,토요일,차대차,건조,맑음,교차로,승용,66,상해없음,승용,여,36.0,중상,2018-10-20,21:00:00
2018-10-21 01:00:00,일요일,차대차,건조,맑음,교차로,승용,51,상해없음,승용,남,36.0,경상,2018-10-21,01:00:00
2018-10-21 02:00:00,일요일,차대차,건조,맑음,교차로,승용,37,상해없음,승용,남,60.0,경상,2018-10-21,02:00:00
2018-10-21 03:00:00,일요일,차대차,건조,맑음,단일로,승용,30,상해없음,이륜,남,22.0,경상,2018-10-21,03:00:00
2018-10-21 06:00:00,일요일,차대차,건조,맑음,교차로,승용,61,상해없음,승용,남,67.0,경상,2018-10-21,06:00:00
2018-10-21 09:00:00,일요일,차대차,건조,맑음,단일로,승용,23,상해없음,승용,남,60.0,경상,2018-10-21,09:00:00
2018-10-21 13:00:00,일요일,차대차,건조,맑음,단일로,승용,25,상해없음,승용,남,53.0,중상,2018-10-21,13:00:00
2018-10-21 16:00:00,일요일,차대사람,건조,맑음,교차로,승용,47,상해없음,보행자,여,80.0,경상,2018-10-21,16:00:00
2018-10-21 19:00:00,일요일,차대차,건조,맑음,교차로,화물,38,상해없음,승용,남,59.0,경상,2018-10-21,19:00:00
2018-10-21 19:00:00,일요일,차대차,건조,맑음,단일로,승용,64,상해없음,승용,여,27.0,경상,2018-10-21,19:00:00
2018-10-21 21:00:00,일요일,차대차,건조,기타,교차로,승용,47,상해없음,이륜,남,27.0,경상,2018-10-21,21:00:00
2018-10-21 21:00:00,일요일,차대차,건조,맑음,단일로,승용,45,상해없음,승용,남,42.0,경상,2018-10-21,21:00:00
2018-10-21 22:00:00,일요일,차대차,건조,맑음,교차로,승용,43,상해없음,화물,남,62.0,경상,2018-10-21,22:00:00
2018-10-22 04:00:00,월요일,차대차,건조,맑음,단일로,승용,44,상해없음,승용,남,65.0,중상,2018-10-22,04:00:00
2018-10-22 05:00:00,월요일,차대차,건조,맑음,단일로,승용,22,상해없음,화물,남,35.0,경상,2018-10-22,05:00:00
2018-10-22 11:00:00,월요일,차대사람,기타,맑음,교차로,승용,53,상해없음,보행자,남,79.0,중상,2018-10-22,11:00:00
2018-10-22 11:00:00,월요일,차대차,건조,맑음,단일로,승용,27,상해없음,승용,여,52.0,경상,2018-10-22,11:00:00
2018-10-22 19:00:00,월요일,차대차,건조,맑음,교차로,승용,70,상해없음,승용,여,24.0,경상,2018-10-22,19:00:00
2018-10-22 23:00:00,월요일,차대사람,건조,맑음,교차로,이륜,41,상해없음,보행자,여,45.0,중상,2018-10-22,23:00:00
2018-10-23 03:00:00,화요일,차대차,건조,맑음,단일로,승용,36,상해없음,승용,남,50.0,경상,2018-10-23,03:00:00
2018-10-23 07:00:00,화요일,차대차,젖음/습기,비,교차로,승용,62,상해없음,화물,남,47.0,경상,2018-10-23,07:00:00
2018-10-23 08:00:00,화요일,차대차,젖음/습기,비,단일로,승용,58,상해없음,승용,남,78.0,경상,2018-10-23,08:00:00
2018-10-23 08:00:00,화요일,차대차,건조,맑음,교차로,승용,28,상해없음,승용,여,29.0,경상,2018-10-23,08:00:00
2018-10-23 14:00:00,화요일,차대차,건조,맑음,단일로,승용,22,상해없음,승용,남,50.0,경상,2018-10-23,14:00:00
2018-10-23 22:00:00,화요일,차대차,건조,맑음,단일로,승용,29,상해없음,승용,여,46.0,경상,2018-10-23,22:00:00
